segment_id,lat_center,lon_center,lat_mean,lon_mean,lat_bin,lon_bin,police_station,junction_name,junction_bucket,road_class,road_width_m,event_count,map_matching_mode,representative_location,road_name,osm_highway,geometry_wkt,segment_total_events,segment_event_rate,segment_rank_pct
osm_way_377832174,13.036083948568896,77.58896476727587,13.03541515762837,77.58889477243818,13033,77588,Kodigehalli,No Junction,No Junction,primary,12.0,131,osm_overpass_nearest_road,"Bellary Road, Vinayaka Nagar, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)",Bellary Road,trunk,"LINESTRING (77.589516 13.0393318, 77.5894789 13.0391065, 77.5893944 13.0385944, 77.5893785 13.0384662, 77.5893715 13.0383177, 77.589351 13.038078, 77.589311 13.0376646, 77.5892901 13.0366875, 77.5892819 13.0365127, 77.5892804 13.0364797, 77.589247 13.0363012, 77.5891947 13.0361346, 77.5891229 13.0359547, 77.5891036 13.0359091, 77.5890565 13.0357979, 77.5890438 13.0357679, 77.5887346 13.0350515, 77.588618 13.0347782, 77.5885209 13.0345081, 77.5884633 13.0342845, 77.588413 13.034059, 77.588355 13.0335843, 77.5883088 13.0334036, 77.5882425 13.0332254, 77.588199 13.0330792, 77.5881293 13.0328976)",116.0,0.037191407502404614,0.8732349165596919
osm_way_1322877272,13.187036396223453,77.68123523540758,13.187073076335878,77.68087536717556,13187,77680,Chikkajala,No Junction,No Junction,residential,6.0,131,osm_overpass_nearest_road,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",,residential,"LINESTRING (77.6802817 13.187151, 77.6806434 13.1870886, 77.6811873 13.1870179, 77.6820984 13.1869798, 77.6821942 13.1869758)",127.0,0.04071817890349471,0.883183568677792
osm_way_461556501,12.961056870320904,77.5114621466201,12.961078443846155,77.51173186153845,12961,77511,Jnanabharathi,No Junction,No Junction,secondary,9.0,130,osm_overpass_nearest_road,"Mallathahalli Road, Block 12, BDA Layout, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)",Mallathahalli Road,secondary,"LINESTRING (77.5099088 12.9610667, 77.510097 12.9610918, 77.5103037 12.9611138, 77.5107713 12.9611772, 77.5108543 12.96118, 77.5113433 12.9611812, 77.5116058 12.9611194, 77.5118789 12.961045, 77.5123254 12.9608897, 77.5124255 12.960859, 77.5124806 12.9608478, 77.5125293 12.9608478, 77.5126623 12.9608759, 77.512839 12.9609054, 77.5128865 12.9609218, 77.5129403 12.9609488, 77.5129805 12.9609811)",115.0,0.03687079192048734,0.8721116816431322
osm_way_1239003798,12.930072637623306,77.68517692033299,12.930210632373687,77.68541850204487,12930,77685,HAL Old Airport,No Junction,No Junction,primary,12.0,130,osm_overpass_nearest_road,"Outer Ring Road, Vajram Esteva, Devara Beesana Halli, Bengaluru, Karnataka. Pin-560103 (India)",Outer Ring Road,trunk,"LINESTRING (77.6859061 12.9305942, 77.6857689 12.9304804, 77.6854791 12.9302495, 77.6853281 12.9301464, 77.6850634 12.9299741, 77.6849048 12.9298784, 77.6845781 12.9297067, 77.6844011 12.9296237)",113.0,0.036229560756652776,0.87002567394095
osm_way_234946738,12.975134908440893,77.58256940363152,12.975052803846154,77.5825588546154,12976,77583,Halasuru Gate,BTP038 - Mysore Bank Junction,Named Junction,secondary,9.0,130,osm_overpass_nearest_road,"Palace Road, Mysore Bank Circle, Chickpete, Bengaluru, Karnataka. Pin-560009 (India)",Palace Road,secondary,"LINESTRING (77.5839685 12.9771132, 77.5836663 12.9766298, 77.5833583 12.9762166, 77.5831161 12.9758987, 77.5825062 12.9750798, 77.5824525 12.9750046, 77.5822619 12.9747376, 77.5814153 12.9734934, 77.5813799 12.9734423, 77.5813346 12.973377, 77.581299 12.9733255, 77.5812859 12.9733052, 77.5812775 12.9732945, 77.5812691 12.9732825, 77.5812576 12.9732673, 77.5812306 12.9732315, 77.5811445 12.9731867)",117.0,0.037512023084321895,0.8746790757381258
osm_way_1460486509,12.995876961289119,77.66906843456695,12.996431385030249,77.66909396111834,12996,77669,Mahadevapura,No Junction,No Junction,residential,6.0,130,osm_overpass_nearest_road,"MBT Road, Tin Factory Junction, Dooravani Nagar, Bengaluru, Karnataka. Pin-560016 (India)",,service,"LINESTRING (77.6691102 12.9950675, 77.6691221 12.9954178, 77.6690788 12.995492, 77.6690342 12.9956061, 77.6690116 12.9962408, 77.6691285 12.9963758, 77.6691255 12.9964003, 77.6691094 12.99653, 77.6690663 12.9966658)",111.0,0.03558832959281821,0.8661745827984596
osm_way_1155595370,12.891973209430475,77.63839783025824,12.891169422710371,77.63893102111811,12891,77638,HSR Layout,No Junction,No Junction,secondary,9.0,129,osm_overpass_nearest_road,"Hosur Road, Krishna Reddy Industrial Area, Garvebhavi Palya, Bengaluru, Karnataka. Pin-560068 (India)",Service Road,tertiary,"LINESTRING (77.6369439 12.8943452, 77.6370713 12.8941203, 77.6371825 12.8939345, 77.6372962 12.8937519, 77.6374162 12.8935553, 77.6377445 12.8930176, 77.6378367 12.8928665, 77.6380405 12.8925327, 77.6381081 12.8924219, 77.6382326 12.8922173, 77.6384171 12.891914, 77.6385767 12.8916591, 77.6386661 12.8915164, 77.6390818 12.8908524, 77.6394951 12.8902361, 77.6396592 12.890026, 77.6397641 12.8898501, 77.6398323 12.8896912, 77.6398617 12.8896129)",111.0,0.03558832959281821,0.8661745827984596
osm_way_1364980206,13.0504387,77.52550755,13.050469483720931,77.525533948062,13050,77525,Jalahalli,No Junction,No Junction,secondary,9.0,129,osm_overpass_nearest_road,"Chikka Banavara RS Road, Prasad Enclave, Jalahalli, Bengaluru, Karnataka. Pin-560015 (India)",,tertiary,"LINESTRING (77.5255426 13.0504122, 77.5254725 13.0504652)",129.0,0.04135941006732927,0.8852695763799743
osm_way_28113227,12.927992822809998,77.58099759683509,12.927847384375,77.58090499921875,12927,77580,Jayanagara,"BTP189 - New Diagonal Road, Jayanagar",Named Junction,secondary,9.0,128,osm_overpass_nearest_road,"Diagonal Road, Shri Vinayaka Circle, Jayanagar, Bengaluru, Karnataka. Pin-560011 (India)",Vinayaka Devalaya Road,tertiary,"LINESTRING (77.5802452 12.927277, 77.5802974 12.9273146, 77.5806775 12.927682, 77.5811141 12.9281064, 77.5815144 12.9284909, 77.5817418 12.928718)",112.0,0.035908945174735495,0.8681001283697047
osm_way_41662821,13.112574728554756,77.63369126600226,13.12131487265625,77.63134859843748,13121,77630,Yelahanka,No Junction,No Junction,primary,12.0,128,osm_overpass_nearest_road,"Bellahali Main Road, Niranthara Layout, Dwarka Nagar, Kattigenahalli, Bengaluru, Karnataka. Pin-560063 (India)",Bellahalli Main Road,primary,"LINESTRING (77.6305914 13.1221864, 77.6306931 13.1220507, 77.6309122 13.1217907, 77.6310763 13.1215824, 77.6324261 13.1200794, 77.6331276 13.1192807, 77.6338188 13.1185137, 77.6339411 13.1183094, 77.6340234 13.118049, 77.6340834 13.1178258, 77.6340898 13.1176837, 77.6341076 13.117377, 77.6341197 13.1171689, 77.6343707 13.113429, 77.6343807 13.113315, 77.6344268 13.1126892, 77.6344284 13.1125237, 77.6343754 13.1121783, 77.6343459 13.112032, 77.6342965 13.1118817, 77.6342643 13.1118047, 77.6341945 13.111638, 77.6338392 13.1107897, 77.6337027 13.1099149, 77.6335747 13.1088119, 77.6336466 13.1084047, 77.6337965 13.1075555, 77.6340071 13.1063627, 77.634435 13.1038687, 77.6344475 13.1038027, 77.6345929 13.1029686, 77.6346892 13.1024161, 77.6347543 13.1020823)",128.0,0.04103879448541199,0.8843068035943518
osm_way_327069434,13.060089270781297,77.58751181906507,13.0602878078125,77.5874660609375,13060,77587,Kodigehalli,No Junction,No Junction,secondary,9.0,128,osm_overpass_nearest_road,"15th Cross Road, Block D, Sahakara Nagar, Bengaluru, Karnataka. Pin-560092 (India)",1st Main Road,tertiary,"LINESTRING (77.587102 13.0622617, 77.5871839 13.0618785, 77.5872664 13.0614465, 77.5874784 13.0602872, 77.5875846 13.059692, 77.5876444 13.0593591, 77.587774 13.0586443, 77.5878126 13.0584376, 77.5879092 13.0579144)",128.0,0.04103879448541199,0.8843068035943518
osm_way_31855470,12.984121938840605,77.60452536523995,12.98411714609375,77.60458117578125,12984,77604,Shivajinagar,BTP211 - Central Street Junction,Named Junction,secondary,9.0,128,osm_overpass_nearest_road,"Meenakshi Koil Street, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",Meenakshi Kovil Street,tertiary,"LINESTRING (77.6038912 12.9841245, 77.6047683 12.9841274, 77.6048831 12.9841305, 77.6051562 12.9840822)",112.0,0.035908945174735495,0.8681001283697047
osm_way_1201585648,12.989181071420015,77.59244581682944,12.989177683671874,77.59252087164063,12989,77592,High ground,BTP034 - LRDE Junction,Named Junction,secondary,9.0,128,osm_overpass_nearest_road,"Millers Road, BKM Gowda Circle, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",Millers Road,tertiary,"LINESTRING (77.5928227 12.9896577, 77.5927696 12.9895576, 77.5926836 12.9894313, 77.5926544 12.9893984, 77.5921411 12.9888462, 77.5920379 12.988727)",116.0,0.037191407502404614,0.8732349165596919
osm_way_27791667,12.910703972353266,77.58309906112277,12.910947845669291,77.57918818110237,12910,77578,J.P. Nagar,BTP196 - Sarakki Main Road,Named Junction,secondary,9.0,127,osm_overpass_nearest_road,"9th Cross Road, Shakambari Nagar, JP Nagar Phase 1, Bengaluru, Karnataka. Pin-560078 (India)",9th Cross Road,secondary,"LINESTRING (77.5729691 12.9114094, 77.5731682 12.9114079, 77.573482 12.9114, 77.5739131 12.9113981, 77.5742443 12.9113498, 77.574548 12.9112825, 77.5748237 12.9112217, 77.5748799 12.9112105, 77.5751334 12.9111564, 77.5754392 12.9111066, 77.5756196 12.9110812, 77.5759408 12.9110609, 77.5765255 12.9110348, 77.5768152 12.9110289, 77.5771223 12.9110243, 77.5773114 12.9110217, 77.5774065 12.9110182, 77.5784057 12.9109818, 77.5785875 12.9109629, 77.5787511 12.9109432, 77.5790508 12.9109053, 77.5796463 12.9108661, 77.5800241 12.9108334, 77.5807621 12.9107642, 77.5812381 12.9106949, 77.5816564 12.9106525, 77.581792 12.9106387, 77.5819851 12.9106334, 77.5834094 12.9106034, 77.5842892 12.9105733, 77.5848006 12.910557, 77.5850268 12.9105498, 77.5855423 12.9105419, 77.5855957 12.9105399, 77.5856722 12.910537, 77.5857438 12.9105356, 77.585822 12.9105336, 77.586848 12.9105067, 77.5872664 12.9105001, 77.5877122 12.9104831, 77.5881489 12.9104739, 77.5885908 12.9104575, 77.5888436 12.9104452, 77.5900908 12.9103341, 77.5903134 12.9103197, 77.5904033 12.9103171, 77.5906916 12.9103053, 77.5913917 12.9102883, 77.5919335 12.9102609, 77.5922365 12.9102478, 77.5923139 12.9102453, 77.5926013 12.910236, 77.5932544 12.9102099)",121.0,0.03879448541199102,0.8794929396662388
osm_way_1453546228,13.1868093,77.6803094,13.186724348818899,77.68050027874015,13186,77680,Chikkajala,No Junction,No Junction,residential,6.0,127,osm_overpass_nearest_road,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",,service,"LINESTRING (77.6802049 13.1868364, 77.6804139 13.1867822)",106.0,0.033985251683231806,0.8613607188703466
osm_way_23076891,12.95896002291577,77.57735035078638,12.958949387401578,77.57731941653543,12958,77577,City Market,BTP118 - Basappa Circle,Named Junction,secondary,9.0,127,osm_overpass_nearest_road,"Tippu Sultan Palace Road, Kalasipalyam, Bengaluru, Karnataka. Pin-560002 (India)",Aluri Venkata Rao Road,secondary,"LINESTRING (77.5776494 12.9588543, 77.5775076 12.9589, 77.5770531 12.9590709)",121.0,0.03879448541199102,0.8794929396662388
osm_way_1303738152,12.978892735685061,77.6953281753747,12.979224961049159,77.6951829177306,12979,77695,Mahadevapura,No Junction,No Junction,secondary,9.0,127,osm_overpass_nearest_road,"Outer Ring Road, Doddanekundi, Bengaluru, Karnataka. Pin-560037 (India)",Service Road,tertiary,"LINESTRING (77.6948414 12.9796553, 77.6949366 12.9795066, 77.6952539 12.979011, 77.6953162 12.9789137, 77.6954222 12.9787484, 77.6955563 12.9785321, 77.6956953 12.9783186, 77.6958098 12.978127)",117.0,0.037512023084321895,0.8746790757381258
osm_way_1157218020,12.981571018727438,77.59838771351485,12.981558775396826,77.59854786031745,12981,77598,Shivajinagar,BTP042 - Minsk Square Junction (CTO),Named Junction,residential,6.0,126,osm_overpass_nearest_road,"Cunningham Road, Mantri Altiue Apartment, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",,service,"LINESTRING (77.5987234 12.9817058, 77.598678 12.981718, 77.5986587 12.9817231, 77.5985414 12.9817559, 77.5983091 12.98182, 77.5981712 12.9813452, 77.5984036 12.9812811, 77.5985414 12.9817559)",114.0,0.03655017633857006,0.8711489088575096
osm_way_737470751,13.031740117630152,77.55936147343783,13.03320660927337,77.55827613907964,13032,77558,Yeshwanthpura,No Junction,No Junction,secondary,9.0,126,osm_overpass_nearest_road,"MS Ramaiah Road, Mattikere Layout, Mathikere Extension, Bengaluru, Karnataka. Pin-560054 (India)",MS Ramaiah Road,secondary,"LINESTRING (77.561429 13.0288873, 77.5613436 13.029001, 77.5610255 13.0294113, 77.5607476 13.0297823, 77.5606556 13.0299132, 77.560452 13.0301818, 77.5601989 13.0305575, 77.5599431 13.0309127, 77.5598599 13.0310284, 77.5597944 13.0311255, 77.5594837 13.0315854, 77.5594256 13.0316612, 77.5592022 13.0319777, 77.5591544 13.0320455, 77.5588234 13.0324843, 77.5587184 13.0326296, 77.5586051 13.0327813, 77.5580886 13.0335035, 77.5579358 13.0337173, 77.5578751 13.0338022, 77.5577669 13.0339562, 77.55769 13.034086, 77.5575504 13.0343214, 77.557513 13.0343884, 77.5573938 13.0346016, 77.557377 13.0346471)",111.0,0.03558832959281821,0.8661745827984596
osm_way_290640275,12.930922073089036,77.60373298619287,12.930888829599999,77.6056870416,12930,77606,Mico Layout,No Junction,No Junction,secondary,9.0,125,osm_overpass_nearest_road,"1st Main Road, Sadduguntepalya, Bengaluru, Karnataka. Pin-560029 (India)",Christ School Road,tertiary,"LINESTRING (77.6067399 12.9309314, 77.6060686 12.9308762, 77.6055623 12.9308345, 77.6053056 12.9308134, 77.6045478 12.9307737, 77.6041968 12.9307736, 77.6041413 12.9307736, 77.6036188 12.9307899, 77.6035258 12.9308049, 77.6031821 12.9308603, 77.6030149 12.9308872, 77.6028757 12.9309097, 77.6026032 12.9309655, 77.6024013 12.9309861, 77.6023472 12.9309953, 77.6022395 12.9310135, 77.6020186 12.9310509, 77.6018363 12.9310817, 77.6017691 12.9310941, 77.6014876 12.9311406, 77.6014465 12.9311471, 77.6009738 12.9312275, 77.6007408 12.9312514)",102.0,0.03270278935556268,0.8573491655969191
osm_way_328826751,12.997885968784813,77.55174712015835,12.997883952958937,77.55178464511782,12997,77552,Rajajinagar,"BTP182 - 19th Main Junction, Rajajinagar",Named Junction,secondary,9.0,125,osm_overpass_nearest_road,"Padmabhushan Dr MC Modi Road, Navarang Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",Mahakavi Kuvempu Road,secondary,"LINESTRING (77.5524218 12.9980286, 77.5512143 12.9977732, 77.5510722 12.9977445)",86.0,0.027572940044886182,0.8331193838254172
osm_way_1456900704,13.070835652664467,77.58809331437601,13.07091946451613,77.5879585620968,13070,77587,Kodigehalli,No Junction,No Junction,residential,6.0,124,osm_overpass_nearest_road,"Sahakar Nagar Road, Fortune Acacia, Byatarayanapura, Bengaluru, Karnataka. Pin-560092 (India)",,residential,"LINESTRING (77.58772 13.0709316, 77.5877715 13.0709187, 77.587802 13.070911, 77.5884665 13.0707392)",98.0,0.03142032702789355,0.8518934531450578
osm_way_967445593,13.099431482336344,77.5881765962421,13.099652828225807,77.58857183951613,13099,77588,Yelahanka,No Junction,No Junction,secondary,9.0,124,osm_overpass_nearest_road,"3rd A Cross Road, East Colony, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)",3rd A Cross Road,secondary,"LINESTRING (77.587484 13.099086, 77.5875303 13.099101, 77.588261 13.0994378, 77.5883285 13.0994689, 77.5884878 13.0995913, 77.5886547 13.0997196, 77.588764 13.0998229, 77.5888117 13.099868)",121.0,0.03879448541199102,0.8794929396662388
osm_way_609926717,12.906301980696172,77.66267470819125,12.901331126612904,77.66048915,12913,77666,Bellandur,No Junction,No Junction,secondary,9.0,124,osm_overpass_nearest_road,"Haralur Road, Birla Circle, Haralur, Bengaluru, Karnataka. Pin-560035 (India)",Haralur Road,tertiary,"LINESTRING (77.6685522 12.9182753, 77.6682998 12.9175812, 77.6682474 12.9174623, 77.6681138 12.9171591, 77.6679943 12.9168878, 77.6679574 12.916804, 77.6676835 12.9161823, 77.6674951 12.9157261, 77.6674607 12.915646, 77.6672207 12.9151156, 77.6672005 12.9150755, 77.6670313 12.9147387, 77.6669263 12.9144969, 77.6668953 12.9144292, 77.6667992 12.9142193, 77.6667608 12.9141372, 77.6667299 12.9140679, 77.6664202 12.9134673, 77.6657195 12.9127419, 77.6656164 12.9126347, 77.6655875 12.9126063, 77.6654338 12.9124552, 77.6653937 12.9124155, 77.6651425 12.9121683, 77.6644839 12.9115321, 77.66426 12.9113158, 77.6640436 12.9111067, 77.6633944 12.9104796, 77.6630753 12.9101714, 77.6629161 12.9099741, 77.6629412 12.9098682, 77.6630526 12.9097618, 77.6633047 12.9096912, 77.6635218 12.9096518, 77.6636979 12.9095932, 77.6638369 12.909493, 77.6638458 12.9094515, 77.6638658 12.9093587, 77.6638745 12.9093181, 77.6638305 12.9090571, 77.6637956 12.9088803, 77.6637143 12.9083313, 77.6636998 12.9082328, 77.6636591 12.9079579, 77.6635793 12.9074192, 77.6635659 12.9073332, 77.6635171 12.9070199, 77.663395 12.9064601, 77.6630984 12.9057804, 77.6629129 12.9055043, 77.6625763 12.9050114, 77.6624495 12.9048654, 77.662383 12.9047888, 77.6623012 12.904611, 77.6622488 12.9044475, 77.6621963 12.9041544, 77.6621859 12.9040965, 77.6621309 12.9038764, 77.6620907 12.9037692, 77.6620765 12.9037461, 77.6620355 12.9036794, 77.6618996 12.9035064, 77.661818 12.9034423, 77.6617083 12.903342, 77.6616939 12.9033303, 77.6613311 12.9030121, 77.661136 12.9028169, 77.6607997 12.9024806, 77.660768 12.9024286, 77.6607571 12.9024107, 77.6607049 12.902325, 77.6606726 12.902272, 77.6606266 12.9021964, 77.6605154 12.9018256, 77.6604948 12.9017126, 77.6604165 12.9014919, 77.660293 12.9012571, 77.6601994 12.9011838, 77.6601188 12.9011208, 77.6600401 12.9009861, 77.6599161 12.9005703, 77.6598607 12.9004073, 77.6597728 12.9003267, 77.6594807 12.9000345, 77.6594139 12.8999677, 77.6593478 12.8998073, 77.659302 12.899657, 77.659232 12.8994634, 77.6591347 12.8992897, 77.6591147 12.8992624, 77.6589959 12.8992142, 77.6587875 12.8991618, 77.6587028 12.8991269, 77.6586428 12.899077, 77.658495 12.8988075, 77.658369 12.8984549, 77.6582951 12.8982479, 77.6582745 12.898196, 77.6582734 12.8981836, 77.6582731 12.8981372, 77.6582713 12.8981212, 77.658244 12.8978806, 77.6582589 12.8977633, 77.658265 12.8977154, 77.658306 12.8975681, 77.6584301 12.8971228, 77.6584225 12.8970122, 77.6584168 12.8969367, 77.658385 12.8968271, 77.6583105 12.8966553, 77.6581622 12.8962678, 77.6580977 12.8960991, 77.6580814 12.8960625, 77.6578901 12.8957236, 77.6577543 12.8954105, 77.657671 12.8952209, 77.6573118 12.8944037, 77.6572295 12.8942633, 77.6570726 12.8940969)",115.0,0.03687079192048734,0.8721116816431322
osm_way_1086212782,12.956903556488104,77.67418312899899,12.958245302419355,77.66853929193546,12958,77668,HAL Old Airport,No Junction,No Junction,primary,12.0,124,osm_overpass_nearest_road,"Old Airport Road, HAL Circle, Airport Area, Bengaluru, Karnataka. Pin-560017 (India)",HAL Old Airport Road,primary,"LINESTRING (77.6681586 12.9582104, 77.6686817 12.9581584, 77.6687657 12.9581535, 77.6704821 12.9580537, 77.6716662 12.9579476, 77.6717391 12.9579391, 77.6722191 12.9578916, 77.6724417 12.957858, 77.6730517 12.9577352, 77.6743253 12.9572222, 77.6743949 12.9571889, 77.6753215 12.9567464, 77.6758942 12.9564816, 77.6777333 12.9556024, 77.6777898 12.9555752, 77.6778488 12.9555455, 77.6797301 12.9546555, 77.6797891 12.9546335, 77.6799376 12.9545845)",73.0,0.023404937479961526,0.8058408215661104
osm_way_36733531,13.003921099260143,77.57124756784452,13.004185441463417,77.57122682926831,13004,77571,Malleshwaram,No Junction,No Junction,primary,12.0,123,osm_overpass_nearest_road,"Sri Venkataranga Ayangar Road, Krishna Apartment, Kadumalleshwara, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",Sampige Road,primary,"LINESTRING (77.5712723 13.00285, 77.5712605 13.0033605, 77.5712573 13.003497, 77.5712343 13.0044977, 77.5712285 13.0047476, 77.5712268 13.004821, 77.5712229 13.0049922)",104.0,0.03334402051939724,0.8591142490372272
osm_way_38535102,12.990911133744918,77.57286975381507,12.990191630081299,77.57284565447154,12990,77572,Sheshadripuram,No Junction,No Junction,residential,6.0,123,osm_overpass_nearest_road,"Sirur Park Road, Shri Rajiv Gandhi Circle, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)",Sirur Park Road,residential,"LINESTRING (77.5728474 12.9921364, 77.572848 12.9920393, 77.5728992 12.9910589, 77.5728987 12.9906815, 77.5728855 12.9904081, 77.5728737 12.990164, 77.5727948 12.9897772, 77.5727908 12.9897578, 77.5727777 12.9896932)",85.0,0.0272523244629689,0.8307124518613607
osm_way_23515741,12.980436254517498,77.60388246780992,12.980594103629528,77.60396288601625,12979,77603,Shivajinagar,BTP211 - Central Street Junction,Named Junction,secondary,9.0,123,osm_overpass_nearest_road,"Lady Curzon Road, Prestige Central, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",Lady Curzon Road,tertiary,"LINESTRING (77.6043679 12.9818667, 77.6043501 12.9817647, 77.6038789 12.9804534, 77.6038622 12.9804068, 77.6038493 12.9803684, 77.6038197 12.9802799, 77.6034448 12.9791564, 77.6034375 12.9790678, 77.6034498 12.979017, 77.6034542 12.978999)",120.0,0.03847386983007374,0.8778883183568678
osm_way_1015374778,12.938037200647015,77.58508085058602,12.937467637704918,77.58504387131148,12937,77584,Wilson Garden,No Junction,No Junction,secondary,9.0,122,osm_overpass_nearest_road,"T Mariyappa Road, Madhavan Circle, Jayanagar East, Bengaluru, Karnataka. Pin-560011 (India)",T. Mariyappa Road,secondary,"LINESTRING (77.5850653 12.9367397, 77.5850648 12.9368358, 77.5850643 12.9369249, 77.5850696 12.9373257, 77.5850745 12.9376932, 77.5850964 12.9389443, 77.5850964 12.9390114, 77.5850961 12.9393347)",118.0,0.03783263866623918,0.8761232349165597
osm_way_36907566,12.965076540711053,77.57779508786916,12.964816541803279,77.57770207459016,12964,77577,City Market,BTP082 - KR Market Junction,Named Junction,residential,6.0,122,osm_overpass_nearest_road,"Godown Street, City Market Circle, Bengaluru, Karnataka. Pin-560002 (India)",,living_street,"LINESTRING (77.5780812 12.9656848, 77.577787 12.9650664, 77.5775322 12.9645081, 77.5775352 12.9644621)",100.0,0.032061558191728116,0.8541399229781772
osm_way_1103814254,12.993375311926195,77.66374777815608,12.993571700114588,77.6637154425062,12993,77663,Banaswadi,No Junction,No Junction,secondary,9.0,122,osm_overpass_nearest_road,"Kaggadaspura Main Road, Gopalan Grand Mall, Nagavara Palya, CV Raman Nagar, Bengaluru, Karnataka. Pin-560093 (India)",Nagavarapalaya Main Road,secondary,"LINESTRING (77.6635678 12.9941582, 77.663712 12.9936748, 77.6637747 12.9933882, 77.6638128 12.9931238, 77.6638239 12.9929303, 77.6638257 12.9928642, 77.6638342 12.9927015, 77.6638431 12.9925777)",51.0,0.01635139467778134,0.7378048780487805
osm_way_8294886,12.984134852560768,77.57824282970941,12.984097583519308,77.57821016566723,12984,77578,High ground,BTP054 - Shivananda Circle,Named Junction,secondary,9.0,122,osm_overpass_nearest_road,"Kumar Krupa Road, Padmashree RMP Aaradhya Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)",Kumara Krupa Road,tertiary,"LINESTRING (77.5779982 12.9838341, 77.5781743 12.9840086, 77.5782293 12.9840925, 77.5783135 12.9842141, 77.5784439 12.9844674)",106.0,0.033985251683231806,0.8613607188703466
osm_way_117489736,12.936764312635077,77.6933540487244,12.936380485245902,77.69277329016393,12936,77692,HAL Old Airport,No Junction,No Junction,secondary,9.0,122,osm_overpass_nearest_road,"Embassy Tech Square Main Road, Rajiv Nagar, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",,unclassified,"LINESTRING (77.6926245 12.9365985, 77.6926674 12.9365576, 77.6927329 12.9364802, 77.692801 12.936435, 77.692909 12.9364035, 77.693026 12.9363995, 77.6931118 12.936416, 77.6932059 12.9364443, 77.6932995 12.9364954, 77.693377 12.9365493, 77.6934441 12.9366057, 77.6935202 12.9366821, 77.6935744 12.9367448, 77.6936252 12.9368092, 77.6936605 12.9368707, 77.6937015 12.9369569, 77.6937304 12.9370497, 77.6937408 12.9371289, 77.6937443 12.9372129, 77.6937391 12.9372794, 77.6937223 12.9373439, 77.6936775 12.9374122, 77.6936287 12.9374628, 77.6936053 12.9374871)",105.0,0.033664636101314524,0.8602374839537869
osm_way_1510942287,12.997115983984479,77.58068096983455,12.997984294214875,77.58151419256197,12998,77581,Sheshadripuram,No Junction,No Junction,secondary,9.0,121,osm_overpass_nearest_road,"J Lingaiah Road, Kempanna Block, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)",Sheshadripuram Main Road,tertiary,"LINESTRING (77.5819469 12.9985047, 77.5817242 12.9982699, 77.5816818 12.9982252, 77.5815919 12.9981295, 77.5815368 12.9980783, 77.5812335 12.997743, 77.5808561 12.9973222, 77.5808034 12.9972633, 77.5805533 12.9969844, 77.580523 12.9969506, 77.5803733 12.9967837, 77.5802553 12.9966419, 77.5801415 12.9965133, 77.5800015 12.996355, 77.5799517 12.9962987, 77.5798375 12.996159, 77.5797044 12.9959961, 77.5795222 12.9958168, 77.5794283 12.9957159)",103.0,0.03302340493747996,0.8584724005134788
osm_way_1316342875,13.190988594947681,77.64567334756262,13.190897079338844,77.64579848925621,13190,77645,Chikkajala,No Junction,No Junction,residential,6.0,121,osm_overpass_nearest_road,"Ronald Colaco Road, Sadahalli Gate Junction, Navarathna Agrahara, Bengaluru, Karnataka. Pin-562157 (India)",,service,"LINESTRING (77.645402 13.1911195, 77.6455533 13.1910465, 77.6459447 13.1908577)",118.0,0.03783263866623918,0.8761232349165597
osm_way_1271968932,13.008483391762631,77.54297781907826,13.008503491735537,77.54300577355372,13008,77543,Rajajinagar,No Junction,No Junction,secondary,9.0,121,osm_overpass_nearest_road,"8th Main Road, Sri Vasavi Garden, Mahalakshmi Layout, Bengaluru, Karnataka. Pin-560086 (India)",12th Cross Road,secondary,"LINESTRING (77.5431248 13.0086561, 77.5430766 13.0085156, 77.5430234 13.0084444, 77.5429074 13.0084213, 77.5427514 13.0084311)",121.0,0.03879448541199102,0.8794929396662388
osm_way_1246426787,13.069904244706947,77.58642885928742,13.070043910743802,77.58667885950415,13070,77587,Kodigehalli,No Junction,No Junction,secondary,9.0,121,osm_overpass_nearest_road,"Railway Samantara Road, Samvriddhi Gardenia, Byatarayanapura, Bengaluru, Karnataka. Pin-560092 (India)",GKVK Road,tertiary,"LINESTRING (77.5870216 13.0703081, 77.5869624 13.070269, 77.5867533 13.070143, 77.5867154 13.070116, 77.5858464 13.069485)",87.0,0.027893555626803464,0.8348844672657253
